,i,g,status
110,5,5,TN
111,5,6,TN
112,5,7,TN
113,5,8,TN
114,5,9,TN
115,5,10,TN
116,5,11,TN
117,5,12,TN
118,5,13,TN
119,5,14,TN
120,5,15,TN
121,5,16,TN
122,5,17,TN
123,5,18,TN
124,5,19,TN
125,5,20,TN
126,6,0,FP
127,6,1,FP
128,6,2,FP
129,6,3,FP
130,6,4,FP
131,6,5,FP
132,6,6,FP
133,6,7,FP
134,6,8,FP
135,6,9,TN
136,6,10,TN
137,6,11,TN
138,6,12,TN
139,6,13,TN
140,6,14,TN
141,6,15,TN
142,6,16,TN
143,6,17,TN
144,6,18,TN
145,6,19,TN
146,6,20,TN
147,7,0,FP
148,7,1,FP
149,7,2,FP
150,7,3,FP
151,7,4,FP
152,7,5,FP
153,7,6,FP
154,7,7,FP
155,7,8,FP
156,7,9,TN
157,7,10,TN
158,7,11,TN
159,7,12,TN
160,7,13,TN
161,7,14,TN
162,7,15,TN
163,7,16,TN
164,7,17,TN
165,7,18,TN
166,7,19,TN
167,7,20,TN
168,8,0,FP
169,8,1,FP
170,8,2,FP
171,8,3,TN
172,8,4,TN
173,8,5,TN
174,8,6,TN
175,8,7,TN
176,8,8,TN
177,8,9,TN
178,8,10,TN
179,8,11,TN
180,8,12,TN
181,8,13,TN
182,8,14,TN
183,8,15,TN
184,8,16,TN
185,8,17,TN
186,8,18,TN
187,8,19,TN
188,8,20,TN
189,9,0,TP
190,9,1,TP
191,9,2,TP
192,9,3,TP
193,9,4,TP
194,9,5,TP
195,9,6,TP
196,9,7,TP
197,9,8,TP
198,9,9,TP
199,9,10,TP
200,9,11,TP
201,9,12,TP
202,9,13,TP
203,9,14,FN
204,9,15,FN
205,9,16,FN
206,9,17,FN
207,9,18,FN
208,9,19,FN
209,9,20,FN
210,10,0,TP
211,10,1,TP
212,10,2,TP
213,10,3,TP
214,10,4,TP
215,10,5,TP
216,10,6,TP
217,10,7,TP
218,10,8,TP
219,10,9,TP
220,10,10,TP
221,10,11,TP
222,10,12,TP
223,10,13,TP
224,10,14,TP
225,10,15,TP
226,10,16,TP
227,10,17,TP
228,10,18,FN
229,10,19,FN
230,10,20,FN
231,11,0,TP
232,11,1,TP
233,11,2,TP
234,11,3,TP
235,11,4,TP
236,11,5,TP
237,11,6,TP
238,11,7,TP
239,11,8,TP
240,11,9,TP
241,11,10,TP
242,11,11,TP
243,11,12,TP
244,11,13,FN
245,11,14,FN
246,11,15,FN
247,11,16,FN
248,11,17,FN
249,11,18,FN
250,11,19,FN
251,11,20,FN
252,12,0,FP
253,12,1,FP
254,12,2,FP
255,12,3,FP
256,12,4,FP
257,12,5,TN
258,12,6,TN
259,12,7,TN
260,12,8,TN
261,12,9,TN
262,12,10,TN
263,12,11,TN
264,12,12,TN
265,12,13,TN
266,12,14,TN
267,12,15,TN
268,12,16,TN
269,12,17,TN
270,12,18,TN
271,12,19,TN
272,12,20,TN
273,13,0,FP
274,13,1,FP
275,13,2,FP
276,13,3,TN
277,13,4,TN
278,13,5,TN
279,13,6,TN
280,13,7,TN
281,13,8,TN
282,13,9,TN
283,13,10,TN
284,13,11,TN
285,13,12,TN
286,13,13,TN
287,13,14,TN
288,13,15,TN
289,13,16,TN
290,13,17,TN
291,13,18,TN
292,13,19,TN
293,13,20,TN
294,14,0,TP
295,14,1,TP
296,14,2,TP
297,14,3,TP
298,14,4,TP
299,14,5,TP
300,14,6,TP
301,14,7,TP
302,14,8,TP
303,14,9,FN
304,14,10,FN
305,14,11,FN
306,14,12,FN
307,14,13,FN
308,14,14,FN
309,14,15,FN
310,14,16,FN
311,14,17,FN
312,14,18,FN
313,14,19,FN
314,14,20,FN
315,15,0,FP
316,15,1,FP
317,15,2,FP
318,15,3,FP
319,15,4,FP
320,15,5,FP
321,15,6,FP
322,15,7,FP
323,15,8,FP
324,15,9,TN
325,15,10,TN
326,15,11,TN
327,15,12,TN
328,15,13,TN
329,15,14,TN
330,15,15,TN
331,15,16,TN
332,15,17,TN
333,15,18,TN
334,15,19,TN
335,15,20,TN
336,16,0,FP
337,16,1,FP
338,16,2,TN
339,16,3,TN
340,16,4,TN
341,16,5,TN
342,16,6,TN
343,16,7,TN
344,16,8,TN
345,16,9,TN
346,16,10,TN
347,16,11,TN
348,16,12,TN
349,16,13,TN
350,16,14,TN
351,16,15,TN
352,16,16,TN
353,16,17,TN
354,16,18,TN
355,16,19,TN
356,16,20,TN
357,17,0,FP
358,17,1,FP
359,17,2,FP
360,17,3,TN
361,17,4,TN
362,17,5,TN
363,17,6,TN
364,17,7,TN
365,17,8,TN
366,17,9,TN
367,17,10,TN
368,17,11,TN
369,17,12,TN
370,17,13,TN
371,17,14,TN
372,17,15,TN
373,17,16,TN
374,17,17,TN
375,17,18,TN
376,17,19,TN
377,17,20,TN
378,18,0,FP
379,18,1,FP
380,18,2,FP
381,18,3,FP
382,18,4,TN
383,18,5,TN
384,18,6,TN
385,18,7,TN
386,18,8,TN
387,18,9,TN
388,18,10,TN
389,18,11,TN
390,18,12,TN
391,18,13,TN
392,18,14,TN
393,18,15,TN
394,18,16,TN
395,18,17,TN
396,18,18,TN
397,18,19,TN
398,18,20,TN
399,19,0,FP
400,19,1,FP
401,19,2,TN
402,19,3,TN
403,19,4,TN
404,19,5,TN
405,19,6,TN
406,19,7,TN
407,19,8,TN
408,19,9,TN
409,19,10,TN
410,19,11,TN
411,19,12,TN
412,19,13,TN
413,19,14,TN
414,19,15,TN
415,19,16,TN
416,19,17,TN
417,19,18,TN
418,19,19,TN
419,19,20,TN
420,20,0,FP
421,20,1,FP
422,20,2,FP
423,20,3,FP
424,20,4,FP
425,20,5,TN
426,20,6,TN
427,20,7,TN
428,20,8,TN
429,20,9,TN
430,20,10,TN
431,20,11,TN
432,20,12,TN
433,20,13,TN
434,20,14,TN
435,20,15,TN
436,20,16,TN
437,20,17,TN
438,20,18,TN
439,20,19,TN
440,20,20,TN
441,21,0,FP
442,21,1,FP
443,21,2,FP
444,21,3,TN
445,21,4,TN
446,21,5,TN
447,21,6,TN
448,21,7,TN
449,21,8,TN
450,21,9,TN
451,21,10,TN
452,21,11,TN
453,21,12,TN
454,21,13,TN
455,21,14,TN
456,21,15,TN
457,21,16,TN
458,21,17,TN
459,21,18,TN
460,21,19,TN
461,21,20,TN
462,22,0,FP
463,22,1,FP
464,22,2,TN
465,22,3,TN
466,22,4,TN
467,22,5,TN
468,22,6,TN
469,22,7,TN
470,22,8,TN
471,22,9,TN
472,22,10,TN
473,22,11,TN
474,22,12,TN
475,22,13,TN
476,22,14,TN
477,22,15,TN
478,22,16,TN
479,22,17,TN
480,22,18,TN
481,22,19,TN
482,22,20,TN
483,23,0,FP
484,23,1,FP
485,23,2,FP
486,23,3,FP
487,23,4,FP
488,23,5,FP
489,23,6,TN
490,23,7,TN
491,23,8,TN
492,23,9,TN
493,23,10,TN
494,23,11,TN
495,23,12,TN
496,23,13,TN
497,23,14,TN
498,23,15,TN
499,23,16,TN
500,23,17,TN
501,23,18,TN
502,23,19,TN
503,23,20,TN
504,24,0,FP
505,24,1,FP
506,24,2,FP
507,24,3,FP
508,24,4,FP
509,24,5,FP
510,24,6,TN
511,24,7,TN
512,24,8,TN
513,24,9,TN
514,24,10,TN
515,24,11,TN
516,24,12,TN
517,24,13,TN
518,24,14,TN
519,24,15,TN
520,24,16,TN
521,24,17,TN
522,24,18,TN
523,24,19,TN
524,24,20,TN
525,25,0,FP
526,25,1,FP
527,25,2,TN
528,25,3,TN
529,25,4,TN
530,25,5,TN
531,25,6,TN
532,25,7,TN
533,25,8,TN
534,25,9,TN
535,25,10,TN
536,25,11,TN
537,25,12,TN
538,25,13,TN
539,25,14,TN
540,25,15,TN
541,25,16,TN
542,25,17,TN
543,25,18,TN
544,25,19,TN
545,25,20,TN
546,26,0,TP
547,26,1,TP
548,26,2,TP
549,26,3,TP
550,26,4,TP
551,26,5,TP
552,26,6,TP
553,26,7,TP
554,26,8,TP
555,26,9,FN
556,26,10,FN
557,26,11,FN
558,26,12,FN
559,26,13,FN
560,26,14,FN
561,26,15,FN
562,26,16,FN
563,26,17,FN
564,26,18,FN
565,26,19,FN
566,26,20,FN
567,27,0,FP
568,27,1,FP
569,27,2,FP
570,27,3,TN
571,27,4,TN
572,27,5,TN
573,27,6,TN
574,27,7,TN
575,27,8,TN
576,27,9,TN
577,27,10,TN
578,27,11,TN
579,27,12,TN
580,27,13,TN
581,27,14,TN
582,27,15,TN
583,27,16,TN
584,27,17,TN
585,27,18,TN
586,27,19,TN
587,27,20,TN
588,28,0,FP
589,28,1,FP
590,28,2,FP
591,28,3,FP
592,28,4,FP
593,28,5,TN
594,28,6,TN
595,28,7,TN
596,28,8,TN
597,28,9,TN
598,28,10,TN
599,28,11,TN
600,28,12,TN
601,28,13,TN
602,28,14,TN
603,28,15,TN
604,28,16,TN
605,28,17,TN
606,28,18,TN
607,28,19,TN
608,28,20,TN
609,29,0,FP
610,29,1,FP
611,29,2,FP
612,29,3,TN
613,29,4,TN
614,29,5,TN
615,29,6,TN
616,29,7,TN
617,29,8,TN
618,29,9,TN
619,29,10,TN
620,29,11,TN
621,29,12,TN
622,29,13,TN
623,29,14,TN
624,29,15,TN
625,29,16,TN
626,29,17,TN
627,29,18,TN
628,29,19,TN
629,29,20,TN
630,30,0,FP
631,30,1,TN
632,30,2,TN
633,30,3,TN
634,30,4,TN
635,30,5,TN
636,30,6,TN
637,30,7,TN
638,30,8,TN
639,30,9,TN
640,30,10,TN
641,30,11,TN
642,30,12,TN
643,30,13,TN
644,30,14,TN
645,30,15,TN
646,30,16,TN
647,30,17,TN
648,30,18,TN
649,30,19,TN
650,30,20,TN
651,31,0,TP
652,31,1,TP
653,31,2,TP
654,31,3,TP
655,31,4,TP
656,31,5,TP
657,31,6,TP
658,31,7,TP
659,31,8,TP
660,31,9,TP
661,31,10,TP
662,31,11,TP
663,31,12,TP
664,31,13,TP
665,31,14,TP
666,31,15,TP
667,31,16,TP
668,31,17,FN
669,31,18,FN
670,31,19,FN
671,31,20,FN
672,32,0,FP
673,32,1,FP
674,32,2,FP
675,32,3,FP
676,32,4,FP
677,32,5,FP
678,32,6,TN
679,32,7,TN
680,32,8,TN
681,32,9,TN
682,32,10,TN
683,32,11,TN
684,32,12,TN
685,32,13,TN
686,32,14,TN
687,32,15,TN
688,32,16,TN
689,32,17,TN
690,32,18,TN
691,32,19,TN
692,32,20,TN
693,33,0,TP
694,33,1,TP
695,33,2,TP
696,33,3,TP
697,33,4,TP
698,33,5,TP
699,33,6,TP
700,33,7,TP
701,33,8,TP
702,33,9,TP
703,33,10,TP
704,33,11,TP
705,33,12,TP
706,33,13,TP
707,33,14,TP
708,33,15,TP
709,33,16,FN
710,33,17,FN
711,33,18,FN
712,33,19,FN
713,33,20,FN
714,34,0,TP
715,34,1,TP
716,34,2,TP
717,34,3,TP
718,34,4,TP
719,34,5,TP
720,34,6,TP
721,34,7,TP
722,34,8,TP
723,34,9,TP
724,34,10,TP
725,34,11,FN
726,34,12,FN
727,34,13,FN
728,34,14,FN
729,34,15,FN
730,34,16,FN
731,34,17,FN
732,34,18,FN
733,34,19,FN
734,34,20,FN
735,35,0,FP
736,35,1,FP
737,35,2,TN
738,35,3,TN
739,35,4,TN
740,35,5,TN
741,35,6,TN
742,35,7,TN
743,35,8,TN
744,35,9,TN
745,35,10,TN
746,35,11,TN
747,35,12,TN
748,35,13,TN
749,35,14,TN
750,35,15,TN
751,35,16,TN
752,35,17,TN
753,35,18,TN
754,35,19,TN
755,35,20,TN
756,36,0,TP
757,36,1,TP
758,36,2,TP
759,36,3,TP
760,36,4,TP
761,36,5,TP
762,36,6,TP
763,36,7,TP
764,36,8,TP
765,36,9,TP
766,36,10,TP
767,36,11,TP
768,36,12,TP
769,36,13,TP
770,36,14,TP
771,36,15,TP
772,36,16,TP
773,36,17,FN
774,36,18,FN
775,36,19,FN
776,36,20,FN
777,37,0,TP
778,37,1,TP
779,37,2,TP
780,37,3,TP
781,37,4,TP
782,37,5,TP
783,37,6,TP
784,37,7,TP
785,37,8,TP
786,37,9,TP
787,37,10,FN
788,37,11,FN
789,37,12,FN
790,37,13,FN
791,37,14,FN
792,37,15,FN
793,37,16,FN
794,37,17,FN
795,37,18,FN
796,37,19,FN
797,37,20,FN
798,38,0,TP
799,38,1,TP
800,38,2,TP
801,38,3,TP
802,38,4,TP
803,38,5,TP
804,38,6,TP
805,38,7,TP
806,38,8,TP
807,38,9,TP
808,38,10,TP
809,38,11,TP
810,38,12,TP
811,38,13,TP
812,38,14,TP
813,38,15,TP
814,38,16,TP
815,38,17,TP
816,38,18,TP
817,38,19,FN
818,38,20,FN
819,39,0,FP
820,39,1,FP
821,39,2,TN
822,39,3,TN
823,39,4,TN
824,39,5,TN
825,39,6,TN
826,39,7,TN
827,39,8,TN
828,39,9,TN
829,39,10,TN
830,39,11,TN
831,39,12,TN
832,39,13,TN
833,39,14,TN
834,39,15,TN
835,39,16,TN
836,39,17,TN
837,39,18,TN
838,39,19,TN
839,39,20,TN
840,40,0,FP
841,40,1,FP
842,40,2,FP
843,40,3,FP
844,40,4,FP
845,40,5,FP
846,40,6,FP
847,40,7,TN
848,40,8,TN
849,40,9,TN
850,40,10,TN
851,40,11,TN
852,40,12,TN
853,40,13,TN
854,40,14,TN
855,40,15,TN
856,40,16,TN
857,40,17,TN
858,40,18,TN
859,40,19,TN
860,40,20,TN
861,41,0,FP
862,41,1,FP
863,41,2,FP
864,41,3,FP
865,41,4,FP
866,41,5,FP
867,41,6,TN
868,41,7,TN
869,41,8,TN
870,41,9,TN
871,41,10,TN
872,41,11,TN
873,41,12,TN
874,41,13,TN
875,41,14,TN
876,41,15,TN
877,41,16,TN
878,41,17,TN
879,41,18,TN
880,41,19,TN
881,41,20,TN
882,42,0,FP
883,42,1,FP
884,42,2,FP
885,42,3,TN
886,42,4,TN
887,42,5,TN
888,42,6,TN
889,42,7,TN
890,42,8,TN
891,42,9,TN
892,42,10,TN
893,42,11,TN
894,42,12,TN
895,42,13,TN
896,42,14,TN
897,42,15,TN
898,42,16,TN
899,42,17,TN
900,42,18,TN
901,42,19,TN
902,42,20,TN
903,43,0,TP
904,43,1,TP
905,43,2,TP
906,43,3,TP
907,43,4,TP
908,43,5,TP
909,43,6,TP
910,43,7,FN
911,43,8,FN
912,43,9,FN
913,43,10,FN
914,43,11,FN
915,43,12,FN
916,43,13,FN
917,43,14,FN
918,43,15,FN
919,43,16,FN
920,43,17,FN
921,43,18,FN
922,43,19,FN
923,43,20,FN
924,44,0,FP
925,44,1,FP
926,44,2,FP
927,44,3,TN
928,44,4,TN
929,44,5,TN
930,44,6,TN
931,44,7,TN
932,44,8,TN
933,44,9,TN
934,44,10,TN
935,44,11,TN
936,44,12,TN
937,44,13,TN
938,44,14,TN
939,44,15,TN
940,44,16,TN
941,44,17,TN
942,44,18,TN
943,44,19,TN
944,44,20,TN
945,45,0,FP
946,45,1,FP
947,45,2,TN
948,45,3,TN
949,45,4,TN
950,45,5,TN
951,45,6,TN
952,45,7,TN
953,45,8,TN
954,45,9,TN
955,45,10,TN
956,45,11,TN
957,45,12,TN
958,45,13,TN
959,45,14,TN
960,45,15,TN
961,45,16,TN
962,45,17,TN
963,45,18,TN
964,45,19,TN
965,45,20,TN
966,46,0,FP
967,46,1,TN
968,46,2,TN
969,46,3,TN
970,46,4,TN
971,46,5,TN
972,46,6,TN
973,46,7,TN
974,46,8,TN
975,46,9,TN
976,46,10,TN
977,46,11,TN
978,46,12,TN
979,46,13,TN
980,46,14,TN
981,46,15,TN
982,46,16,TN
983,46,17,TN
984,46,18,TN
985,46,19,TN
986,46,20,TN
987,47,0,FP
988,47,1,FP
989,47,2,FP
990,47,3,FP
991,47,4,TN
992,47,5,TN
993,47,6,TN
994,47,7,TN
995,47,8,TN
996,47,9,TN
997,47,10,TN
998,47,11,TN
999,47,12,TN
1000,47,13,TN
1001,47,14,TN
1002,47,15,TN
1003,47,16,TN
1004,47,17,TN
1005,47,18,TN
1006,47,19,TN
1007,47,20,TN
1008,48,0,TP
1009,48,1,TP
1010,48,2,TP
1011,48,3,TP
1012,48,4,TP
1013,48,5,FN
1014,48,6,FN
1015,48,7,FN
1016,48,8,FN
1017,48,9,FN
1018,48,10,FN
1019,48,11,FN
1020,48,12,FN
1021,48,13,FN
1022,48,14,FN
1023,48,15,FN
1024,48,16,FN
1025,48,17,FN
1026,48,18,FN
1027,48,19,FN
1028,48,20,FN
1029,49,0,FP
1030,49,1,FP
1031,49,2,FP
1032,49,3,TN
1033,49,4,TN
1034,49,5,TN
1035,49,6,TN
1036,49,7,TN
1037,49,8,TN
1038,49,9,TN
1039,49,10,TN
1040,49,11,TN
1041,49,12,TN
1042,49,13,TN
1043,49,14,TN
1044,49,15,TN
1045,49,16,TN
1046,49,17,TN
1047,49,18,TN
1048,49,19,TN
1049,49,20,TN
1050,50,0,FP
1051,50,1,FP
1052,50,2,TN
1053,50,3,TN
1054,50,4,TN
1055,50,5,TN
1056,50,6,TN
1057,50,7,TN
1058,50,8,TN
1059,50,9,TN
1060,50,10,TN
1061,50,11,TN
1062,50,12,TN
1063,50,13,TN
1064,50,14,TN
1065,50,15,TN
1066,50,16,TN
1067,50,17,TN
1068,50,18,TN
1069,50,19,TN
1070,50,20,TN
1071,51,0,FP
1072,51,1,FP
1073,51,2,FP
1074,51,3,FP
1075,51,4,TN
1076,51,5,TN
1077,51,6,TN
1078,51,7,TN
1079,51,8,TN
1080,51,9,TN
1081,51,10,TN
1082,51,11,TN
1083,51,12,TN
1084,51,13,TN
1085,51,14,TN
1086,51,15,TN
1087,51,16,TN
1088,51,17,TN
1089,51,18,TN
1090,51,19,TN
1091,51,20,TN
1092,52,0,FP
1093,52,1,FP
1094,52,2,FP
1095,52,3,TN
1096,52,4,TN
1097,52,5,TN
1098,52,6,TN
1099,52,7,TN
1100,52,8,TN
1101,52,9,TN
1102,52,10,TN
1103,52,11,TN
1104,52,12,TN
1105,52,13,TN
1106,52,14,TN
1107,52,15,TN
1108,52,16,TN
1109,52,17,TN
1110,52,18,TN
1111,52,19,TN
1112,52,20,TN
1113,53,0,TP
1114,53,1,TP
1115,53,2,TP
1116,53,3,TP
1117,53,4,TP
1118,53,5,TP
1119,53,6,TP
1120,53,7,TP
1121,53,8,TP
1122,53,9,TP
1123,53,10,TP
1124,53,11,TP
1125,53,12,TP
1126,53,13,TP
1127,53,14,TP
1128,53,15,TP
1129,53,16,TP
1130,53,17,TP
1131,53,18,FN
1132,53,19,FN
1133,53,20,FN
1134,54,0,TP
1135,54,1,TP
1136,54,2,TP
1137,54,3,TP
1138,54,4,FN
1139,54,5,FN
1140,54,6,FN
1141,54,7,FN
1142,54,8,FN
1143,54,9,FN
1144,54,10,FN
1145,54,11,FN
1146,54,12,FN
1147,54,13,FN
1148,54,14,FN
1149,54,15,FN
1150,54,16,FN
1151,54,17,FN
1152,54,18,FN
1153,54,19,FN
1154,54,20,FN
1155,55,0,FP
1156,55,1,FP
1157,55,2,FP
1158,55,3,TN
1159,55,4,TN
1160,55,5,TN
1161,55,6,TN
1162,55,7,TN
1163,55,8,TN
1164,55,9,TN
1165,55,10,TN
1166,55,11,TN
1167,55,12,TN
1168,55,13,TN
1169,55,14,TN
1170,55,15,TN
1171,55,16,TN
1172,55,17,TN
1173,55,18,TN
1174,55,19,TN
1175,55,20,TN
1176,56,0,FP
1177,56,1,FP
1178,56,2,FP
1179,56,3,FP
1180,56,4,TN
1181,56,5,TN
1182,56,6,TN
1183,56,7,TN
1184,56,8,TN
1185,56,9,TN
1186,56,10,TN
1187,56,11,TN
1188,56,12,TN
1189,56,13,TN
1190,56,14,TN
1191,56,15,TN
1192,56,16,TN
1193,56,17,TN
1194,56,18,TN
1195,56,19,TN
1196,56,20,TN
1197,57,0,FP
1198,57,1,FP
1199,57,2,FP
1200,57,3,TN
1201,57,4,TN
1202,57,5,TN
1203,57,6,TN
1204,57,7,TN
1205,57,8,TN
1206,57,9,TN
1207,57,10,TN
1208,57,11,TN
1209,57,12,TN
1210,57,13,TN
1211,57,14,TN
1212,57,15,TN
1213,57,16,TN
1214,57,17,TN
1215,57,18,TN
1216,57,19,TN
1217,57,20,TN
1218,58,0,FP
1219,58,1,FP
1220,58,2,TN
1221,58,3,TN
1222,58,4,TN
1223,58,5,TN
1224,58,6,TN
1225,58,7,TN
1226,58,8,TN
1227,58,9,TN
1228,58,10,TN
1229,58,11,TN
1230,58,12,TN
1231,58,13,TN
1232,58,14,TN
1233,58,15,TN
1234,58,16,TN
1235,58,17,TN
1236,58,18,TN
1237,58,19,TN
1238,58,20,TN
1239,59,0,FP
1240,59,1,FP
1241,59,2,FP
1242,59,3,TN
1243,59,4,TN
1244,59,5,TN
1245,59,6,TN
1246,59,7,TN
1247,59,8,TN
1248,59,9,TN
1249,59,10,TN
1250,59,11,TN
1251,59,12,TN
1252,59,13,TN
1253,59,14,TN
1254,59,15,TN
1255,59,16,TN
1256,59,17,TN
1257,59,18,TN
1258,59,19,TN
1259,59,20,TN
1260,60,0,TP
1261,60,1,TP
1262,60,2,TP
1263,60,3,TP
1264,60,4,TP
1265,60,5,TP
1266,60,6,TP
1267,60,7,TP
1268,60,8,TP
1269,60,9,TP
1270,60,10,TP
1271,60,11,TP
1272,60,12,TP
1273,60,13,TP
1274,60,14,TP
1275,60,15,FN
1276,60,16,FN
1277,60,17,FN
1278,60,18,FN
1279,60,19,FN
1280,60,20,FN
1281,61,0,FP
1282,61,1,FP
1283,61,2,FP
1284,61,3,FP
1285,61,4,FP
1286,61,5,FP
1287,61,6,FP
1288,61,7,FP
1289,61,8,TN
1290,61,9,TN
1291,61,10,TN
1292,61,11,TN
1293,61,12,TN
1294,61,13,TN
1295,61,14,TN
1296,61,15,TN
1297,61,16,TN
1298,61,17,TN
1299,61,18,TN
1300,61,19,TN
1301,61,20,TN
1302,62,0,FP
1303,62,1,FP
1304,62,2,FP
1305,62,3,FP
1306,62,4,FP
1307,62,5,FP
1308,62,6,TN
1309,62,7,TN
1310,62,8,TN
1311,62,9,TN
1312,62,10,TN
1313,62,11,TN
1314,62,12,TN
1315,62,13,TN
1316,62,14,TN
1317,62,15,TN
1318,62,16,TN
1319,62,17,TN
1320,62,18,TN
1321,62,19,TN
1322,62,20,TN
1323,63,0,FP
1324,63,1,FP
1325,63,2,FP
1326,63,3,TN
1327,63,4,TN
1328,63,5,TN
1329,63,6,TN
1330,63,7,TN
1331,63,8,TN
1332,63,9,TN
1333,63,10,TN
1334,63,11,TN
1335,63,12,TN
1336,63,13,TN
1337,63,14,TN
1338,63,15,TN
1339,63,16,TN
1340,63,17,TN
1341,63,18,TN
1342,63,19,TN
1343,63,20,TN
1344,64,0,FP
1345,64,1,FP
1346,64,2,FP
1347,64,3,TN
1348,64,4,TN
1349,64,5,TN
1350,64,6,TN
1351,64,7,TN
1352,64,8,TN
1353,64,9,TN
1354,64,10,TN
1355,64,11,TN
1356,64,12,TN
1357,64,13,TN
1358,64,14,TN
1359,64,15,TN
1360,64,16,TN
1361,64,17,TN
1362,64,18,TN
1363,64,19,TN
1364,64,20,TN
1365,65,0,TP
1366,65,1,TP
1367,65,2,TP
1368,65,3,TP
1369,65,4,TP
1370,65,5,TP
1371,65,6,TP
1372,65,7,TP
1373,65,8,TP
1374,65,9,TP
1375,65,10,TP
1376,65,11,TP
1377,65,12,TP
1378,65,13,TP
1379,65,14,TP
1380,65,15,TP
1381,65,16,TP
1382,65,17,TP
1383,65,18,TP
1384,65,19,TP
1385,65,20,FN
1386,66,0,FP
1387,66,1,FP
1388,66,2,FP
1389,66,3,FP
1390,66,4,TN
1391,66,5,TN
1392,66,6,TN
1393,66,7,TN
1394,66,8,TN
1395,66,9,TN
1396,66,10,TN
1397,66,11,TN
1398,66,12,TN
1399,66,13,TN
1400,66,14,TN
1401,66,15,TN
1402,66,16,TN
1403,66,17,TN
1404,66,18,TN
1405,66,19,TN
1406,66,20,TN
1407,67,0,FP
1408,67,1,FP
1409,67,2,FP
1410,67,3,TN
1411,67,4,TN
1412,67,5,TN
1413,67,6,TN
1414,67,7,TN
1415,67,8,TN
1416,67,9,TN
1417,67,10,TN
1418,67,11,TN
1419,67,12,TN
1420,67,13,TN
1421,67,14,TN
1422,67,15,TN
1423,67,16,TN
1424,67,17,TN
1425,67,18,TN
1426,67,19,TN
1427,67,20,TN
1428,68,0,TP
1429,68,1,TP
1430,68,2,TP
1431,68,3,TP
1432,68,4,FN
1433,68,5,FN
1434,68,6,FN
1435,68,7,FN
1436,68,8,FN
1437,68,9,FN
1438,68,10,FN
1439,68,11,FN
1440,68,12,FN
1441,68,13,FN
1442,68,14,FN
1443,68,15,FN
1444,68,16,FN
1445,68,17,FN
1446,68,18,FN
1447,68,19,FN
1448,68,20,FN
1449,69,0,TP
1450,69,1,TP
1451,69,2,TP
1452,69,3,TP
1453,69,4,TP
1454,69,5,TP
1455,69,6,TP
1456,69,7,TP
1457,69,8,TP
1458,69,9,TP
1459,69,10,TP
1460,69,11,TP
1461,69,12,FN
1462,69,13,FN
1463,69,14,FN
1464,69,15,FN
1465,69,16,FN
1466,69,17,FN
1467,69,18,FN
1468,69,19,FN
1469,69,20,FN
1470,70,0,FP
1471,70,1,FP
1472,70,2,FP
1473,70,3,TN
1474,70,4,TN
1475,70,5,TN
1476,70,6,TN
1477,70,7,TN
1478,70,8,TN
1479,70,9,TN
1480,70,10,TN
1481,70,11,TN
1482,70,12,TN
1483,70,13,TN
1484,70,14,TN
1485,70,15,TN
1486,70,16,TN
1487,70,17,TN
1488,70,18,TN
1489,70,19,TN
1490,70,20,TN
1491,71,0,FP
1492,71,1,FP
1493,71,2,FP
1494,71,3,FP
1495,71,4,FP
1496,71,5,TN
1497,71,6,TN
